is_day,cloud_cover,precipitation,mood
1,17.18710062,0.078684008,Energetic
0,18.63820226,0.010793137,Energetic
1,17.36367205,0.058395069,Energetic
1,24.64261464,0.054556837,Energetic
1,15.30314232,0.00606384,Energetic
1,0.546332032,0.039700804,Energetic
0,3.100247957,0.133249499,Energetic
1,0.558652245,0.019545001,Energetic
0,18.60002889,0.126963191,Energetic
1,21.75985582,0.06483907,Energetic
0,15.30003941,0.132752076,Energetic
1,6.451234689,0.137078284,Energetic
0,3.538271276,0.124542183,Energetic
0,8.929146021,0.129014329,Energetic
1,15.72948649,0.114246657,Energetic
0,1.274293634,0.055016663,Energetic
1,4.21002271,0.007427461,Energetic
1,22.16344783,0.042653891,Energetic
0,23.49859727,0.081012638,Energetic
0,1.066926754,0.065688904,Energetic
1,15.46360341,0.140766866,Energetic
0,0.316712174,0.081367323,Energetic
0,21.85915222,0.131583965,Energetic
1,7.36598934,0.118170549,Energetic
1,0.266102881,0.053953996,Energetic
0,12.84762496,0.032592748,Energetic
1,4.011228208,0.081661424,Energetic
1,2.316665857,0.028036052,Energetic
1,7.22237789,0.096467992,Energetic
1,3.704694909,0.015197257,Energetic
1,14.94837531,0.110520117,Energetic
0,1.369261677,0.029750301,Energetic
0,7.885355104,0.103930578,Energetic
1,19.15414422,0.124028005,Energetic
0,21.73038317,0.01174816,Energetic
1,23.12925766,0.032097686,Energetic
0,9.225179099,0.107071162,Energetic
0,17.23090862,0.106356441,Energetic
1,21.99779026,0.130825014,Energetic
1,11.77577793,0.062238312,Energetic
0,23.70741788,0.010598992,Energetic
0,8.994628597,0.120439225,Energetic
0,7.070270128,0.057517186,Energetic
1,13.05903501,0.00534077,Energetic
0,13.43323141,0.110024245,Energetic
1,24.30643821,0.084143637,Energetic
1,16.21325166,0.106879758,Energetic
1,4.447972164,0.090192933,Energetic
1,3.551257841,0.009928011,Energetic
1,3.302703399,0.061067898,Energetic
1,24.21172666,0.040085614,Energetic
0,7.579741008,0.015737372,Energetic
0,20.75034213,0.028489173,Energetic
1,4.136430807,0.008014508,Energetic
0,8.906308438,0.094406192,Energetic
0,10.11564516,0.043269186,Energetic
0,1.696930077,0.050664672,Energetic
0,10.87923077,0.108319915,Energetic
0,2.747894586,0.032030953,Energetic
1,18.20362302,0.090157644,Energetic
0,24.73755149,0.080572381,Energetic
1,23.99154153,0.054961336,Energetic
1,15.42393062,0.111576102,Energetic
0,8.100596921,0.104608886,Energetic
1,23.2047985,0.119176523,Energetic
0,12.30488502,0.001636045,Energetic
0,0.619684737,0.010871813,Energetic
0,4.71607616,0.1421495,Energetic
1,17.3677946,0.024408181,Energetic
0,5.10073511,0.113535553,Energetic
1,13.83455936,0.053838153,Energetic
0,17.80171315,0.05555233,Energetic
0,7.68204645,0.141775914,Energetic
1,19.5383245,0.095868873,Energetic
0,23.30299154,0.045333119,Energetic
0,21.24600956,0.148168979,Energetic
0,22.34463751,0.070519001,Energetic
0,11.40409544,0.09014004,Energetic
0,2.711764743,0.065870749,Energetic
1,7.263243076,0.103233422,Energetic
1,18.73310394,0.116840741,Energetic
0,23.552586,0.120087295,Energetic
0,20.15080459,0.086430399,Energetic
1,22.57568738,0.119619751,Energetic
1,6.002110872,0.00454241,Energetic
0,22.88885726,0.071305256,Energetic
0,14.93893389,0.097821847,Energetic
1,10.96005841,0.025884965,Energetic
1,23.69340631,0.114095757,Energetic
1,6.822471059,0.127940565,Energetic
1,2.119035934,0.005079651,Energetic
0,1.562744755,0.026413904,Energetic
0,19.41066324,0.076274996,Energetic
0,23.32703599,0.117382022,Energetic
1,10.18376059,0.106813437,Energetic
1,19.16194135,0.02018234,Energetic
1,12.10870362,0.086115364,Energetic
1,19.06424982,0.001224374,Energetic
1,19.16811345,0.025314424,Energetic
0,7.114841878,0.112975742,Energetic
1,3.017806017,0.115681704,Energetic
1,7.273956423,0.054308762,Energetic
1,22.06739121,0.006361042,Energetic
1,23.93546365,0.039757328,Energetic
0,16.49476713,0.097840076,Energetic
0,18.18442087,0.062920091,Energetic
1,24.10623735,0.089383005,Energetic
1,10.61880838,0.129057366,Energetic
0,13.98137395,0.001081611,Energetic
0,23.00897728,0.088039746,Energetic
0,8.120482874,0.080255718,Energetic
1,21.08729078,0.109896025,Energetic
0,22.62012938,0.071438821,Energetic
0,15.17409844,0.1081531,Energetic
1,18.88047544,0.121115089,Energetic
1,20.60430502,0.022457536,Energetic
0,23.44834891,0.123896949,Energetic
0,22.33870526,0.113985031,Energetic
1,23.40325047,0.050315099,Energetic
0,13.11178515,0.026693482,Energetic
0,12.09895028,0.104372397,Energetic
0,2.424765945,0.010276145,Energetic
0,1.884306353,0.023859281,Energetic
0,11.58443598,0.116130052,Energetic
1,8.94158458,0.036167013,Energetic
0,15.41791764,0.091216129,Energetic
0,7.400565519,0.042826828,Energetic
0,12.46690659,0.079362076,Energetic
0,8.129324026,0.057701879,Energetic
0,15.7173987,0.044627083,Energetic
1,2.234194391,0.028864433,Energetic
0,1.10307767,0.139033744,Energetic
0,16.02342047,0.061174226,Energetic
1,13.05297051,0.01917579,Energetic
0,3.843095208,0.075372688,Energetic
1,9.715510621,0.056480035,Energetic
1,11.50566146,0.039524276,Energetic
0,5.909632636,0.102691986,Energetic
0,18.27437385,0.032758411,Energetic
0,22.72291106,0.048223642,Energetic
0,1.063807991,0.115210969,Energetic
0,15.50897461,0.029951611,Energetic
0,13.59502633,0.012009191,Energetic
1,2.525696958,0.014055949,Energetic
0,13.96498828,0.053045223,Energetic
0,12.96059153,0.0891571,Energetic
0,10.38743281,0.117110729,Energetic
1,19.18913899,0.032246282,Energetic
0,8.881617316,0.103884866,Energetic
1,16.94914954,0.002184205,Energetic
0,6.96123517,0.001181192,Energetic
1,17.07281808,0.129025566,Energetic
1,9.668119617,0.09308807,Energetic
0,17.24446915,0.120873229,Energetic
1,21.52990172,0.068326893,Energetic
0,21.39819148,0.13841662,Energetic
0,15.70758319,0.058270116,Energetic
0,12.70494795,0.060277619,Energetic
0,6.997669175,0.094346904,Energetic
0,22.74085792,0.141350967,Energetic
1,6.494941794,0.089509135,Energetic
1,9.280785808,0.063252643,Energetic
1,6.146359712,0.10388641,Energetic
1,7.090970614,0.013379304,Energetic
1,21.21702175,0.067103644,Energetic
1,13.54537682,0.106610027,Energetic
0,16.04150774,0.139801853,Energetic
0,4.014460373,0.056778257,Energetic
1,20.93377238,0.122756714,Energetic
0,0.171841225,0.129261499,Energetic
1,15.21661033,0.028645654,Energetic
0,0.922572027,0.035571745,Energetic
1,19.67941898,0.047855979,Energetic
0,18.76496392,0.032228398,Energetic
1,16.39560338,0.055623604,Energetic
0,6.339308235,0.008081029,Energetic
0,19.92692384,0.050415069,Energetic
1,24.09731756,0.095902246,Energetic
1,6.420635919,0.024608046,Energetic
1,7.057660305,0.074394139,Energetic
0,14.40114936,0.016221457,Energetic
1,0.529082839,0.119523011,Energetic
1,16.2096294,0.14987958,Energetic
1,7.358025017,0.050329672,Energetic
0,11.06247088,0.059047778,Energetic
0,4.078111744,0.005004863,Energetic
1,10.15999254,0.077509712,Energetic
1,20.46932892,0.027342967,Energetic
0,24.7288509,0.071101753,Energetic
0,17.51443006,0.022184752,Energetic
0,15.15684084,0.110047176,Energetic
0,11.51157148,0.135512626,Energetic
1,18.6596589,0.104255868,Energetic
1,4.061903637,0.02269116,Energetic
1,5.934214804,0.116287129,Energetic
0,12.1536627,0.115730048,Energetic
0,21.43729661,0.141742517,Energetic
1,9.751279411,0.016133726,Energetic
0,3.204665856,0.112686386,Energetic
0,2.552074051,0.019177195,Energetic
0,7.482591922,0.122802504,Energetic
1,15.18286552,0.02508751,Energetic
0,11.84115619,0.083635395,Energetic
0,4.540838904,0.130788962,Energetic
0,24.30998341,0.06457876,Energetic
1,19.11442157,0.12130521,Energetic
1,12.26466099,0.054440127,Energetic
1,2.251768525,0.00992103,Energetic
0,6.803572318,0.084238658,Energetic
0,1.129042955,0.011264127,Energetic
0,6.694206335,0.082649518,Energetic
1,11.29597824,0.033032689,Energetic
0,13.99911417,0.014340928,Energetic
1,15.79918222,0.03925227,Energetic
0,4.323937026,0.061642703,Energetic
0,17.83043403,0.117110051,Energetic
1,8.669588202,0.104894449,Energetic
0,2.615181855,0.116456218,Energetic
0,3.773713852,0.105906132,Energetic
0,24.5238661,0.009683033,Energetic
0,2.751978186,0.110676913,Energetic
0,15.92589326,0.062314459,Energetic
0,10.74093906,0.117131096,Energetic
1,20.97457921,0.058348053,Energetic
0,7.594372721,0.019641454,Energetic
0,3.761673695,0.04661747,Energetic
1,19.10339961,0.034860709,Energetic
0,24.09322734,0.047108642,Energetic
0,22.59954635,0.126586713,Energetic
0,9.833976228,0.072561733,Energetic
0,23.47607341,0.063029228,Energetic
0,6.245318893,0.064576912,Energetic
0,19.07926441,0.051421101,Energetic
1,5.037228633,0.029645892,Energetic
0,3.987464204,0.035792811,Energetic
0,5.060871825,0.120774505,Energetic
0,15.92947422,0.073543987,Energetic
1,5.045809796,0.067355373,Energetic
0,4.766703656,0.027772757,Energetic
0,24.25011855,0.144943694,Energetic
0,6.273321058,0.045930679,Energetic
1,4.632964941,0.082029679,Energetic
0,6.581377246,0.028804401,Energetic
1,20.59267075,0.069711558,Energetic
0,16.0098579,0.049272228,Energetic
1,8.531854674,0.012865225,Energetic
1,10.93093297,0.10642563,Energetic
0,11.34708108,0.049160645,Energetic
1,11.70857691,0.145830614,Energetic
1,15.40965243,0.01304513,Energetic
0,15.84914584,0.084971145,Energetic
1,4.678892805,0.053275909,Energetic
0,24.49293071,0.096224972,Energetic
0,19.26622157,0.129563262,Energetic
0,20.59167319,0.125525683,Energetic
1,5.994139169,0.078689041,Energetic
1,23.62537124,0.125366835,Energetic
0,24.68624418,0.073196339,Energetic
1,6.934763644,0.009820546,Energetic
0,7.849174969,0.14955194,Energetic
1,2.080713826,0.004891514,Energetic
0,6.68332321,0.038049048,Energetic
1,4.717493799,0.006369844,Energetic
0,14.75459441,0.124939254,Energetic
1,2.830994178,0.085937646,Energetic
1,11.83763376,0.021427448,Energetic
0,7.905250674,0.050082236,Energetic
0,18.05683286,0.049891851,Energetic
0,5.812010244,0.084795253,Energetic
0,10.36453046,0.040158068,Energetic
0,8.634373493,0.021918455,Energetic
1,17.82067753,0.139691773,Energetic
0,22.62088158,0.023478753,Energetic
0,14.3394877,0.013462625,Energetic
0,21.30068352,0.030830238,Energetic
1,4.311508565,0.067096496,Energetic
0,5.065861331,0.07996732,Energetic
0,1.309143707,0.106827465,Energetic
0,9.549523896,0.130520591,Energetic
0,23.89558232,0.101308004,Energetic
1,0.008588625,0.031203051,Energetic
0,7.537774997,0.147208782,Energetic
0,19.45991137,0.055589018,Energetic
0,17.46931364,0.026213002,Energetic
0,12.78844378,0.144632573,Energetic
1,13.00048249,0.041974726,Energetic
0,5.584507826,0.122006394,Energetic
1,23.40017167,0.0933088,Energetic
1,11.06975235,0.125385793,Energetic
1,20.89532989,0.072262462,Energetic
1,13.68733505,0.115737386,Energetic
0,11.28337884,0.142074725,Energetic
1,15.87915954,0.106625526,Energetic
1,5.852745025,0.120108813,Energetic
1,12.82607701,0.042334331,Energetic
0,2.637393657,0.088036855,Energetic
0,1.255759246,0.073436427,Energetic
1,18.29874603,0.117665923,Energetic
1,6.989270634,0.14024109,Energetic
1,3.935190356,0.140201394,Energetic
1,0.232954396,0.026352214,Energetic
1,4.098829833,0.008624723,Energetic
0,1.305572588,0.03397048,Energetic
0,22.26201613,0.149496535,Energetic
0,24.55966175,0.084177548,Energetic
1,15.1536933,0.091521085,Energetic
1,3.301291632,0.007489315,Energetic
0,21.22234128,0.088979,Energetic
1,15.0357532,0.139099056,Energetic
1,10.44572739,0.076581849,Energetic
0,23.20888564,0.116488791,Energetic
1,11.18899288,0.068062935,Energetic
0,22.08729714,0.141100528,Energetic
1,0.350039118,0.116434129,Energetic
0,18.52083289,0.130811719,Energetic
0,23.73240756,0.024507667,Energetic
0,13.68342959,0.064525641,Energetic
0,1.332590316,0.129748911,Energetic
0,1.984122648,0.113055097,Energetic
1,20.74468694,0.041235543,Energetic
0,11.26642649,0.111112232,Energetic
1,18.30147322,0.1220767,Energetic
0,16.67586828,0.038928736,Energetic
1,6.984257551,0.073712918,Energetic
1,20.08144769,0.103064792,Energetic
0,5.839951064,0.074871859,Energetic
1,17.7627013,0.125906822,Energetic
0,24.30853554,0.073015809,Energetic
0,2.91386474,0.097581447,Energetic
0,12.93199094,0.088335155,Energetic
0,9.725682846,0.047940543,Energetic
1,2.14924987,0.056837777,Energetic
1,8.8947461,0.041150959,Energetic
0,6.529499685,0.102010307,Energetic
1,22.28954458,0.116960538,Energetic
0,22.36732396,0.120871361,Energetic
1,18.4127428,0.123398433,Energetic
0,0.409713164,0.018079879,Energetic
0,9.805363822,0.069020519,Energetic
1,2.563256565,0.087191739,Energetic
1,6.533526406,0.091929613,Energetic
0,7.773091973,0.099636876,Energetic
1,12.69549556,0.036807292,Energetic
1,7.990541753,0.001626179,Energetic
1,17.21729191,0.081076088,Energetic
1,2.707735514,0.14193926,Energetic
0,20.0698859,0.094568516,Energetic
0,0.340334707,0.071194471,Energetic
1,7.933701994,0.12058539,Energetic
1,6.260818856,0.032531362,Energetic
1,17.05019868,0.114977291,Energetic
1,5.366252651,0.054453222,Energetic
1,19.33873239,0.03838282,Energetic
1,22.22986138,0.033873289,Energetic
0,13.93992552,0.10531464,Energetic
1,20.85500277,0.079441734,Energetic
1,13.93231685,0.086669859,Energetic
0,23.35554609,0.077193065,Energetic
1,14.13539985,0.066956416,Energetic
0,11.89164682,0.017663107,Energetic
1,7.73247698,0.077272676,Energetic
0,17.40994593,0.141683583,Energetic
1,15.52893892,0.128514507,Energetic
1,5.446122553,0.037433704,Energetic
1,5.129906499,0.011850258,Energetic
0,17.39583223,0.12852626,Energetic
0,3.822360687,0.070407442,Energetic
1,18.17925046,0.015231667,Energetic
0,11.8710896,0.103035063,Energetic
0,16.77780661,0.060756038,Energetic
1,17.91936943,0.12222597,Energetic
1,4.771848758,0.049039992,Energetic
0,16.30347415,0.106169062,Energetic
0,6.164896024,0.092813605,Energetic
0,23.2609986,0.115659784,Energetic
0,22.3066553,0.130458576,Energetic
0,18.52808424,0.113453004,Energetic
0,0.82708968,0.113415671,Energetic
1,8.581022503,0.06264164,Energetic
0,0.760259718,0.015947452,Energetic
0,10.12031412,0.094528866,Energetic
1,19.96448667,0.109436867,Energetic
1,4.533704029,0.049143208,Energetic
0,14.61421699,0.092030395,Energetic
0,24.66268023,0.125721417,Energetic
0,24.21176897,0.094515741,Energetic
0,0.795833927,0.029024037,Energetic
1,11.77362235,0.087654413,Energetic
0,17.2525255,0.013369372,Energetic
1,20.63073285,0.006653742,Energetic
1,17.37272397,0.073642993,Energetic
1,3.307794156,0.038223817,Energetic
0,8.418018346,0.062940986,Energetic
0,8.272090372,0.090823326,Energetic
1,23.21935066,0.093732445,Energetic
0,22.51157217,0.128487952,Energetic
0,7.927833322,0.003502423,Energetic
0,2.406925527,0.090233995,Energetic
0,14.0154545,0.054639599,Energetic
1,4.706179964,0.023244858,Energetic
1,16.4376804,0.135784391,Energetic
1,3.045753047,0.074918653,Energetic
0,20.79699329,0.041275238,Energetic
1,2.292531216,0.00891416,Energetic
1,12.80880115,0.141473311,Energetic
1,23.36349534,0.088489863,Energetic
1,8.85242372,0.049240939,Energetic
1,24.5054452,0.094663248,Energetic
0,0.428236967,0.065514987,Energetic
1,1.951784805,0.145654856,Energetic
1,10.51422783,0.139931021,Energetic
0,11.77596224,0.050187421,Energetic
1,12.60434643,0.052453714,Energetic
0,8.636913791,0.068212386,Energetic
0,7.91827993,0.104543688,Energetic
0,17.89463698,0.092677485,Energetic
1,6.408952445,0.006677119,Energetic
0,1.944989389,0.004136537,Energetic
0,22.41646704,0.035587371,Energetic
0,19.35526949,0.019589524,Energetic
1,19.58678381,0.057726202,Energetic
1,22.90238318,0.013776828,Energetic
1,24.14708982,0.132883305,Energetic
0,0.83782424,0.051503186,Energetic
0,24.22184099,0.103557681,Energetic
0,4.475606518,0.027883991,Energetic
1,17.23740277,0.081000008,Energetic
0,23.90639819,0.026951975,Energetic
0,20.2258732,0.031566348,Energetic
1,2.746246422,0.07851212,Energetic
0,17.35755406,0.037646057,Energetic
0,0.241524062,0.09919332,Energetic
0,6.194684708,0.060324622,Energetic
0,9.658905303,0.009355443,Energetic
0,21.17746404,0.017461995,Energetic
0,7.664227519,0.084558792,Energetic
0,12.04425334,0.085931922,Energetic
0,16.54553037,0.055363892,Energetic
0,19.99973061,0.10083466,Energetic
1,17.28653621,0.036996193,Energetic
0,6.172337578,0.148725642,Energetic
0,8.95691071,0.048637506,Energetic
0,20.77062039,0.005312925,Energetic
1,1.247552752,0.092184255,Energetic
1,22.30783089,0.052596356,Energetic
0,15.70979498,0.062953885,Energetic
0,10.02403977,0.006819714,Energetic
1,4.591046204,0.037081425,Energetic
0,7.988518271,0.086870197,Energetic
1,22.79565249,0.01411169,Energetic
1,19.7596317,0.091419638,Energetic
0,21.22613647,0.131967709,Energetic
0,18.26203126,0.110861653,Energetic
0,24.38297775,0.115828508,Energetic
0,20.23419831,0.047485348,Energetic
1,20.54184811,0.117645118,Energetic
1,11.08096279,0.09969213,Energetic
0,21.16183505,0.031564119,Energetic
0,3.553801647,0.085718816,Energetic
1,4.249488214,0.041971769,Energetic
1,9.031892917,0.064670695,Energetic
0,9.332131813,0.022387791,Energetic
1,21.87824402,0.021609366,Energetic
1,2.907094147,0.036796571,Energetic
0,23.83807503,0.031758823,Energetic
1,2.280744666,0.029809394,Energetic
1,6.213918566,0.090180172,Energetic
1,21.24393985,0.065761592,Energetic
1,14.61440698,0.08037624,Energetic
1,17.74476712,0.077944069,Energetic
0,8.623735943,0.144174946,Energetic
0,24.91423217,0.078697315,Energetic
0,18.23467734,0.032696927,Energetic
0,7.967356897,0.148037304,Energetic
0,21.02028786,0.096531755,Energetic
0,17.11293354,0.056080468,Energetic
1,1.222808818,0.075546597,Energetic
1,5.194590249,0.061619464,Energetic
1,18.51520282,0.059176811,Energetic
0,13.63185159,0.059792735,Energetic
1,9.226395493,0.124267489,Energetic
1,16.8835805,0.01488138,Energetic
1,6.218931716,0.095380389,Energetic
0,14.98370752,0.050844363,Energetic
0,21.53889159,0.095898075,Energetic
0,20.71201149,0.102231846,Energetic
1,2.837070382,0.069290069,Energetic
1,6.539218184,0.113551948,Energetic
0,20.03394765,0.102866425,Energetic
1,5.113089686,0.095046129,Energetic
1,17.72286556,0.055962406,Energetic
1,12.70101381,0.00769371,Energetic
0,18.74858832,0.071329322,Energetic
1,17.2454216,0.142393899,Energetic
0,19.90997244,0.123736876,Energetic
0,14.12844104,0.072960962,Energetic
0,3.388410822,0.113431883,Energetic
1,24.44852737,0.054897775,Energetic
0,7.03421727,0.043779503,Energetic
1,21.21430005,0.134200157,Energetic
0,10.83126963,0.041183002,Energetic
1,14.95531903,0.012618514,Energetic
0,23.81763772,0.112055669,Energetic
1,16.50514001,0.024197007,Energetic
0,4.529902229,0.079443029,Energetic
1,15.84188441,0.12329465,Energetic
1,18.58609454,0.006213808,Energetic
1,9.737331005,0.002512719,Energetic
0,6.949196611,0.119475933,Energetic
1,14.40497375,0.077230688,Energetic
1,2.945002851,0.062930645,Energetic
0,18.19852187,0.11907754,Energetic
0,15.99853633,0.140358603,Energetic
0,23.7268743,0.025831037,Energetic
1,19.11958869,0.060872788,Energetic
0,14.44238264,0.119595177,Energetic
0,34.43323488,0.149636898,Happy
0,28.67335508,0.055415877,Happy
1,34.45686628,0.196392707,Happy
0,46.31199832,0.097918808,Happy
1,39.01407466,0.157081932,Happy
1,46.54041369,0.10635341,Happy
1,28.8581236,0.20554465,Happy
0,42.34424151,0.006510965,Happy
0,34.36399061,0.057172302,Happy
0,38.43114713,0.010420168,Happy
0,26.42957713,0.140768007,Happy
1,31.69562965,0.121850367,Happy
0,41.51604428,0.137480411,Happy
0,32.67245511,0.042104336,Happy
1,22.18598787,0.200936022,Happy
0,15.77163923,0.216189507,Happy
0,45.57348551,0.006471437,Happy
1,15.96006767,0.161211869,Happy
0,40.60300213,0.127712393,Happy
0,2.530813248,0.220936157,Happy
1,48.39738823,0.12319155,Happy
0,11.16729287,0.156576248,Happy
0,39.44750815,0.139950919,Happy
1,27.81035633,0.22414532,Happy
1,30.44856169,0.148664637,Happy
0,43.77856714,0.116384148,Happy
0,1.667134035,0.213335882,Happy
1,49.76139181,0.100140258,Happy
0,39.21888722,0.027603461,Happy
0,41.50500144,0.059635669,Happy
0,41.77894029,0.037186018,Happy
1,32.51510441,0.117021766,Happy
1,27.97821847,0.116320624,Happy
0,46.65984732,0.103748718,Happy
1,30.83329997,0.016319269,Happy
0,32.97522394,0.071431854,Happy
0,27.98837859,0.144712318,Happy
0,16.70416465,0.193602206,Happy
1,41.76011502,0.191273686,Happy
0,0.747424493,0.215747101,Happy
1,21.20687467,0.163690543,Happy
0,38.38475994,0.13645214,Happy
1,41.97819588,0.081787375,Happy
0,3.168673739,0.221967722,Happy
0,49.82557203,0.1123957,Happy
1,37.28529837,0.090181281,Happy
0,41.172951,0.126092796,Happy
0,38.50800667,0.142645568,Happy
1,32.20609992,0.223700295,Happy
1,12.00852142,0.159289509,Happy
0,28.30960037,0.049652357,Happy
1,39.42684697,0.066263606,Happy
1,1.980113515,0.198182215,Happy
1,36.00657198,0.18736626,Happy
1,47.44358961,0.227880626,Happy
1,37.6341283,0.060681462,Happy
0,20.88310315,0.182811494,Happy
1,14.36449522,0.152567864,Happy
0,48.24574559,0.118373745,Happy
1,28.06066425,0.163522115,Happy
0,48.80484584,0.10735417,Happy
1,8.03649055,0.203150062,Happy
0,46.58692273,0.120932113,Happy
1,43.0859065,0.084720746,Happy
0,31.45214138,0.006659794,Happy
0,18.83151166,0.209635294,Happy
0,11.61841705,0.18308298,Happy
1,47.39720968,0.204429662,Happy
1,27.91053476,0.01955224,Happy
0,0.713668986,0.156620334,Happy
0,40.66420868,0.115114758,Happy
0,25.44560302,0.102795171,Happy
0,45.13828054,0.073197325,Happy
1,29.5772841,0.070836682,Happy
1,25.31907563,0.077470658,Happy
0,44.6440558,0.046913021,Happy
0,15.9581798,0.183834623,Happy
0,5.605610306,0.204073055,Happy
0,45.61562735,0.028202623,Happy
0,1.648887262,0.193521545,Happy
0,30.74862381,0.051302447,Happy
0,35.50090482,0.124073441,Happy
1,33.35662132,0.05568244,Happy
0,12.80468105,0.226865808,Happy
0,35.2930676,0.103718795,Happy
0,37.2879471,0.0172583,Happy
1,25.69407354,0.059985654,Happy
0,14.69406003,0.208534754,Happy
0,36.63945719,0.038629496,Happy
0,33.0717403,0.134287524,Happy
1,32.03709065,0.12197485,Happy
1,39.71490179,0.189292928,Happy
0,22.46272618,0.178330533,Happy
0,11.48855006,0.219711986,Happy
1,37.37741291,0.015950153,Happy
0,39.84811345,0.145068953,Happy
1,47.88538643,0.036155607,Happy
1,37.45238951,0.024916688,Happy
1,1.25906458,0.151529134,Happy
0,25.7576799,0.033825079,Happy
1,10.62525024,0.182505967,Happy
0,14.53038164,0.205933397,Happy
1,8.929512234,0.175024384,Happy
0,45.48603716,0.105685845,Happy
1,47.4378816,0.131172101,Happy
1,48.98893537,0.035250876,Happy
1,40.79334877,0.137096963,Happy
0,42.1809823,0.071476388,Happy
1,24.66220832,0.204546435,Happy
1,15.1591208,0.166661005,Happy
1,27.23495666,0.199956209,Happy
1,46.73961283,0.052661308,Happy
1,18.39781821,0.173864741,Happy
1,24.93794981,0.210457953,Happy
0,37.92765428,0.08543836,Happy
0,11.28772342,0.172623378,Happy
0,4.311869853,0.182546285,Happy
1,27.20074482,0.137116095,Happy
0,32.08668443,0.126519852,Happy
1,37.50036435,0.020843344,Happy
0,5.375575587,0.165277609,Happy
0,40.57473509,0.104444871,Happy
1,34.96262209,0.085802469,Happy
1,2.24806524,0.219652765,Happy
1,43.82760781,0.143754509,Happy
1,3.434783436,0.176618326,Happy
1,45.64882563,0.173879654,Happy
0,41.67112671,0.110580845,Happy
1,43.94119157,0.110152562,Happy
0,4.362676806,0.223539413,Happy
0,31.05612848,0.063857811,Happy
1,32.20994765,0.058987961,Happy
0,21.27887641,0.164987825,Happy
0,30.71871086,0.077636715,Happy
1,18.69995626,0.207162128,Happy
0,27.89545895,0.032267804,Happy
1,43.0377572,0.095119162,Happy
0,20.29717641,0.160373364,Happy
0,8.980187279,0.221771476,Happy
0,11.51977088,0.174752109,Happy
0,16.78124621,0.216398129,Happy
1,38.26419439,0.207714271,Happy
0,11.98633328,0.204902303,Happy
0,40.67209127,0.121185966,Happy
1,47.85291145,0.170498748,Happy
1,43.49268108,0.068223912,Happy
1,49.12531548,0.18683542,Happy
0,43.16767772,0.030195835,Happy
1,35.83140356,0.153219427,Happy
0,26.52717774,0.03092098,Happy
1,22.05059702,0.222588986,Happy
1,49.16551041,0.116615645,Happy
1,31.35465961,0.035284756,Happy
0,35.96214674,0.104491579,Happy
0,2.344091858,0.214546177,Happy
1,34.05964716,0.226604644,Happy
1,12.02524874,0.213836502,Happy
1,25.06519778,0.101191575,Happy
0,28.65138394,0.126801777,Happy
0,33.35379108,0.080775572,Happy
0,12.28067435,0.158675107,Happy
0,36.6841005,0.008749067,Happy
1,25.14555508,0.151710487,Happy
0,40.16395134,0.104182758,Happy
1,46.94575774,0.048563514,Happy
0,44.4557107,0.032616199,Happy
1,1.346612329,0.224613648,Happy
1,9.659169786,0.180047739,Happy
0,23.08890884,0.197670855,Happy
1,31.4914736,0.072200752,Happy
0,29.19159863,0.001603238,Happy
0,36.8970946,0.106045229,Happy
1,49.32743543,0.227552881,Happy
1,38.09956026,0.047402454,Happy
1,40.21430872,0.01042539,Happy
0,20.16724341,0.165961457,Happy
0,25.16093605,0.054574398,Happy
0,46.94830949,0.138270934,Happy
1,34.21091717,0.09467775,Happy
1,43.29972094,0.189409488,Happy
1,42.76648579,0.144074233,Happy
0,15.85384616,0.177005791,Happy
0,8.700357405,0.213422024,Happy
1,30.28810119,0.113748119,Happy
1,27.66497633,0.21831182,Happy
1,46.46285614,0.023705529,Happy
0,49.22741834,0.073270756,Happy
1,12.16824064,0.223653632,Happy
0,26.37616448,0.074678698,Happy
0,43.73023785,0.080651234,Happy
0,41.57470106,0.068034719,Happy
1,29.59595046,0.132205928,Happy
0,28.13654551,0.131247448,Happy
0,43.55832892,0.077245687,Happy
0,27.40921005,0.110615292,Happy
1,44.25235371,0.024752487,Happy
0,37.03210104,0.116036336,Happy
0,7.065280558,0.209026445,Happy
0,35.08285465,0.123558506,Happy
1,27.01566591,0.010466316,Happy
0,10.84842497,0.150074536,Happy
0,45.58975011,0.136609465,Happy
1,17.03573937,0.151278754,Happy
0,41.11479607,0.021453743,Happy
1,15.44131751,0.173828575,Happy
0,46.81502336,0.03026374,Happy
0,33.83604924,0.06915737,Happy
1,28.29152972,0.194468765,Happy
0,48.20741133,0.033261621,Happy
1,45.49834909,0.209948265,Happy
1,5.278071209,0.197445601,Happy
1,45.33826487,0.210091065,Happy
1,45.88702831,0.106845328,Happy
0,34.35695619,0.113720523,Happy
0,49.31370628,0.102856662,Happy
1,28.77868877,0.214682659,Happy
1,48.64153785,0.132473311,Happy
0,41.6925466,0.014677534,Happy
1,11.34448769,0.181517601,Happy
0,29.01351596,0.055851422,Happy
1,33.63352479,0.115698475,Happy
1,28.45778754,0.208073903,Happy
1,8.59346916,0.169934895,Happy
0,31.3569265,0.040053117,Happy
1,17.98978959,0.183480234,Happy
1,43.33774398,0.220936953,Happy
0,5.163579039,0.197093248,Happy
1,24.2372283,0.167870334,Happy
0,38.6198621,0.051240662,Happy
0,48.33320053,0.1326793,Happy
0,22.74106309,0.204017124,Happy
0,30.1420871,0.038279483,Happy
